<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ALD,D,20111227,000000,6.6,7.92,6.01,6.9,8172,0
ALD,D,20111228,000000,6.31,9.2,6.21,9.2,4286,0
ALD,D,20111229,000000,9.95,10,8.02,8.6,1495,0
ALD,D,20111230,000000,8,8,6.11,7,1071,0
ALD,D,20120102,000000,7.8,7.8,6.25,6.6,667,0
ALD,D,20120103,000000,6.6,6.6,5.3,6.57,687,0
ALD,D,20120104,000000,6.5,6.5,6,6.4,207,0
ALD,D,20120105,000000,6.49,6.49,5.5,6.4,62,0
ALD,D,20120109,000000,6.4,6.4,6.4,6.4,3,0
ALD,D,20120110,000000,6.2,6.39,6.2,6.39,25,0
ALD,D,20120111,000000,6.29,6.29,6.29,6.29,2,0
ALD,D,20120112,000000,6.29,6.29,6.29,6.29,2,0
ALD,D,20120113,000000,6.29,7.48,6.29,7.48,512,0
ALD,D,20120116,000000,7.35,7.35,5.5,7.18,472,0
ALD,D,20120117,000000,7.15,7.15,7.15,7.15,2,0
ALD,D,20120118,000000,7.1,7.1,7.1,7.1,1,0
ALD,D,20120119,000000,7,7,5.7,6.98,7,0
ALD,D,20120120,000000,6.96,6.96,6.96,6.96,3,0
ALD,D,20120123,000000,6.96,6.96,6.96,6.96,9,0
ALD,D,20120124,000000,6.96,6.96,6.96,6.96,8,0
ALD,D,20120125,000000,6.94,6.94,6.94,6.94,5,0
ALD,D,20120126,000000,6.9,6.9,6.9,6.9,9,0
ALD,D,20120127,000000,6.88,7.5,6.88,7.5,207,0
ALD,D,20120130,000000,6.99,6.99,6.99,6.99,2,0
ALD,D,20120131,000000,5.98,5.98,5.6,5.97,590,0
ALD,D,20120201,000000,5.98,5.98,5.98,5.98,1,0
ALD,D,20120202,000000,5.98,5.98,5.98,5.98,2,0
ALD,D,20120203,000000,5.6,5.98,5.28,5.98,400,0
ALD,D,20120206,000000,5.98,5.98,5.98,5.98,1,0
ALD,D,20120207,000000,5.98,5.98,5.98,5.98,2,0
ALD,D,20120208,000000,5.59,5.59,5.59,5.59,10,0
ALD,D,20120209,000000,5.98,5.98,5.98,5.98,1,0
ALD,D,20120210,000000,5.98,5.98,5.98,5.98,1,0
ALD,D,20120213,000000,6.55,6.55,5.32,5.32,471,0
ALD,D,20120214,000000,5.3,5.3,5.3,5.3,1,0
ALD,D,20120215,000000,5.3,5.3,5.3,5.3,1,0
ALD,D,20120216,000000,5.3,5.3,5.3,5.3,1,0
ALD,D,20120220,000000,5.25,5.25,5.23,5.23,490,0
ALD,D,20120222,000000,4.39,6.27,4.39,6.25,1008,0
ALD,D,20120224,000000,6.32,6.32,6.32,6.32,1,0
ALD,D,20120227,000000,7.55,7.55,7.55,7.55,1,0
ALD,D,20120301,000000,7.32,7.32,6.67,6.99,393,0
ALD,D,20120305,000000,5.9,6,5.72,6,1381,0
ALD,D,20120306,000000,5,5.79,5,5.79,465,0
ALD,D,20120307,000000,6.55,6.55,6.55,6.55,1,0
ALD,D,20120308,000000,5.25,6,5,5,1839,0
ALD,D,20120312,000000,6,6.3,4.92,5.17,521,0
ALD,D,20120313,000000,6,6,4.8,5.02,534,0
ALD,D,20120314,000000,6,6,6,6,1,0
ALD,D,20120319,000000,5.99,5.99,5.2,5.9,499,0
ALD,D,20120323,000000,4.73,5.9,4.73,5.9,1053,0
ALD,D,20120326,000000,5.9,5.9,5.9,5.9,1,0
ALD,D,20120330,000000,5.8,5.8,5.8,5.8,11,0
ALD,D,20120402,000000,4.68,4.93,4.68,4.93,546,0
ALD,D,20120403,000000,4.67,4.95,4.61,4.95,856,0
ALD,D,20120404,000000,4.27,4.95,4.27,4.9,1140,0
ALD,D,20120405,000000,4.93,4.93,4.93,4.93,1,0
ALD,D,20120410,000000,5.8,5.8,4.9,5.4,480,0
ALD,D,20120411,000000,5.8,5.8,5.8,5.8,12,0
ALD,D,20120412,000000,5.8,5.8,5.8,5.8,2,0
ALD,D,20120413,000000,5.8,5.8,5.8,5.8,1,0
ALD,D,20120416,000000,4.65,4.65,4.65,4.65,352,0
ALD,D,20120417,000000,4.65,4.65,3.79,3.97,2061,0
ALD,D,20120418,000000,3.89,3.89,3.33,3.89,1457,0
ALD,D,20120425,000000,3.2,3.99,3.2,3.99,1005,0
ALD,D,20120426,000000,3.99,3.99,3.99,3.99,1,0
ALD,D,20120427,000000,3.99,3.99,3.99,3.99,1,0
ALD,D,20120430,000000,3.99,3.99,3.99,3.99,10,0
ALD,D,20120502,000000,3.99,3.99,3.99,3.99,2,0
ALD,D,20120504,000000,3.99,3.99,3.43,3.99,736,0
ALD,D,20120507,000000,3.99,3.99,3.2,3.61,746,0
ALD,D,20120508,000000,3.99,3.99,3.99,3.99,1,0
ALD,D,20120524,000000,4.77,4.77,4.77,4.77,8,0
ALD,D,20120604,000000,3.81,3.91,3.81,3.91,669,0
ALD,D,20120605,000000,4.69,4.69,4.69,4.69,1,0
ALD,D,20120606,000000,4.77,4.77,3.81,3.9,602,0
ALD,D,20120608,000000,4.68,4.68,4.68,4.68,1,0
ALD,D,20120611,000000,4.77,4.77,3.81,4,678,0
ALD,D,20120625,000000,3.21,3.83,2.57,3.83,151,0
ALD,D,20120626,000000,3.8,3.8,3.8,3.8,4,0
ALD,D,20120627,000000,3.82,3.82,3.82,3.82,5,0
ALD,D,20120628,000000,3.8,3.8,3.1,3.1,1658,0
ALD,D,20120629,000000,3.09,3.66,3,3.1,1637,0
